account_id,label,scheme,t0_amount,t0_direction,t0_country,t0_hour,t0_gap_hours,t1_amount,t1_direction,t1_country,t1_hour,t1_gap_hours,t2_amount,t2_direction,t2_country,t2_hour,t2_gap_hours,t3_amount,t3_direction,t3_country,t3_hour,t3_gap_hours,t4_amount,t4_direction,t4_country,t4_hour,t4_gap_hours,t5_amount,t5_direction,t5_country,t5_hour,t5_gap_hours,t6_amount,t6_direction,t6_country,t6_hour,t6_gap_hours,t7_amount,t7_direction,t7_country,t7_hour,t7_gap_hours,t8_amount,t8_direction,t8_country,t8_hour,t8_gap_hours,t9_amount,t9_direction,t9_country,t9_hour,t9_gap_hours,t10_amount,t10_direction,t10_country,t10_hour,t10_gap_hours,t11_amount,t11_direction,t11_country,t11_hour,t11_gap_hours,t12_amount,t12_direction,t12_country,t12_hour,t12_gap_hours,t13_amount,t13_direction,t13_country,t13_hour,t13_gap_hours,t14_amount,t14_direction,t14_country,t14_hour,t14_gap_hours,t15_amount,t15_direction,t15_country,t15_hour,t15_gap_hours,t16_amount,t16_direction,t16_country,t16_hour,t16_gap_hours,t17_amount,t17_direction,t17_country,t17_hour,t17_gap_hours,t18_amount,t18_direction,t18_country,t18_hour,t18_gap_hours,t19_amount,t19_direction,t19_country,t19_hour,t19_gap_hours,t20_amount,t20_direction,t20_country,t20_hour,t20_gap_hours,t21_amount,t21_direction,t21_country,t21_hour,t21_gap_hours,t22_amount,t22_direction,t22_country,t22_hour,t22_gap_hours,t23_amount,t23_direction,t23_country,t23_hour,t23_gap_hours,t24_amount,t24_direction,t24_country,t24_hour,t24_gap_hours,t25_amount,t25_direction,t25_country,t25_hour,t25_gap_hours,t26_amount,t26_direction,t26_country,t26_hour,t26_gap_hours,t27_amount,t27_direction,t27_country,t27_hour,t27_gap_hours,t28_amount,t28_direction,t28_country,t28_hour,t28_gap_hours,t29_amount,t29_direction,t29_country,t29_hour,t29_gap_hours
78,0,clean,95.49,IN,US,8,43.0,76.46,OUT,GB,15,28.7,80.93,OUT,US,13,31.0,35.84,OUT,US,19,16.9,9.75,OUT,US,22,25.5,131.33,IN,US,12,27.0,37.22,IN,US,15,15.8,27.38,IN,GB,20,37.9,95.09,OUT,US,11,49.6,39.9,IN,US,21,18.5,127.48,OUT,GB,20,15.3,89.44,IN,GB,17,26.2,94.34,IN,CA,17,38.3,18.31,IN,US,14,19.5,143.96,IN,US,8,30.8,67.29,OUT,US,12,67.1,40.63,OUT,US,9,48.6,61.23,OUT,US,12,52.7,13.18,OUT,US,17,63.0,75.71,IN,GB,20,57.1,23.96,IN,CA,14,51.6,18.5,OUT,GB,17,39.9,16.15,IN,CA,16,18.1,132.97,IN,US,9,31.7,33.0,IN,GB,20,12.7,186.23,OUT,US,18,62.4,35.56,OUT,CA,15,42.5,13.93,OUT,US,11,55.5,22.35,IN,US,10,20.3,146.74,OUT,GB,18,30.7
29,0,clean,47.39,IN,GB,20,67.9,28.83,OUT,US,13,66.8,18.11,OUT,US,21,26.9,30.42,OUT,US,16,16.7,53.17,IN,US,11,52.4,229.44,IN,CA,9,60.3,36.09,OUT,US,13,64.6,65.3,OUT,US,13,17.2,53.89,OUT,US,19,24.0,141.28,OUT,US,17,49.4,412.22,IN,GB,20,70.3,35.71,IN,US,22,59.8,36.91,IN,GB,13,36.6,125.88,IN,US,8,50.2,94.21,OUT,US,9,57.5,239.22,IN,CA,15,24.3,87.11,IN,US,9,69.7,40.96,IN,GB,14,14.6,87.58,OUT,CA,19,54.1,132.55,IN,GB,10,17.1,105.25,OUT,US,17,50.2,81.93,OUT,US,11,46.1,128.17,OUT,CA,19,29.5,139.13,OUT,US,15,61.9,164.96,IN,US,10,28.3,91.74,OUT,US,10,58.8,47.77,OUT,CA,13,18.3,61.4,OUT,US,20,36.4,143.34,OUT,CA,12,24.5,28.4,IN,US,20,63.1
535,0,clean,152.62,OUT,US,13,70.4,48.2,OUT,US,12,38.8,15.83,IN,US,16,53.2,37.18,OUT,US,11,22.8,73.94,IN,GB,20,19.6,35.65,IN,CA,14,61.4,55.48,OUT,GB,16,46.8,98.7,OUT,GB,18,26.9,46.44,OUT,CA,17,12.6,25.8,OUT,US,10,43.0,42.98,OUT,US,16,46.7,169.33,OUT,CA,10,28.4,210.2,IN,CA,8,40.5,10.85,OUT,US,14,49.5,130.69,OUT,US,13,63.0,66.69,OUT,US,17,45.8,114.34,OUT,US,17,15.7,35.15,OUT,US,8,29.8,13.27,IN,CA,12,61.0,87.15,OUT,GB,22,36.3,25.72,OUT,GB,16,43.9,17.98,OUT,US,20,42.0,19.02,IN,US,10,30.0,88.3,OUT,US,18,55.7,61.04,OUT,US,15,67.7,102.1,IN,GB,21,30.3,93.25,OUT,US,18,14.7,38.99,IN,US,10,16.8,51.61,IN,US,18,69.5,36.26,IN,GB,13,17.8
695,0,clean,18.67,OUT,CA,10,38.5,43.28,OUT,US,21,63.5,101.19,IN,CA,17,55.4,169.14,OUT,US,19,17.4,44.55,IN,GB,14,24.7,32.46,IN,GB,9,48.2,70.55,OUT,GB,9,43.4,23.13,OUT,US,13,66.6,47.53,OUT,US,18,54.1,54.25,IN,US,12,23.9,53.39,IN,US,19,67.8,58.6,OUT,US,16,24.0,28.01,IN,US,14,34.7,30.52,IN,CA,15,64.9,30.03,IN,GB,17,51.1,14.94,IN,US,19,26.0,71.77,OUT,US,17,51.6,111.69,IN,CA,19,13.2,103.24,IN,CA,16,31.6,44.26,OUT,US,17,43.2,28.54,IN,GB,8,51.0,99.03,IN,GB,13,16.5,91.03,OUT,US,13,69.6,64.97,OUT,US,16,57.5,220.4,IN,US,22,41.2,53.46,OUT,US,15,45.3,44.46,OUT,US,17,61.0,39.65,IN,CA,17,65.0,15.66,IN,GB,13,23.0,92.67,OUT,US,14,24.2
557,0,clean,23.18,IN,CA,21,68.9,48.72,IN,CA,8,59.2,69.46,IN,CA,22,39.6,28.88,IN,US,8,27.6,27.02,OUT,US,10,64.5,49.01,OUT,US,22,51.0,103.68,OUT,GB,11,68.7,91.38,OUT,CA,19,48.1,27.41,IN,US,22,45.7,92.0,OUT,GB,9,27.8,27.97,OUT,US,19,68.3,15.06,OUT,US,22,33.5,40.7,OUT,CA,16,61.5,134.07,IN,US,9,29.0,92.27,OUT,US,12,58.1,54.53,OUT,GB,15,12.4,39.12,OUT,US,21,41.3,39.97,OUT,CA,17,59.2,59.56,IN,US,17,47.3,23.23,IN,CA,18,18.9,41.33,IN,US,14,58.1,45.95,OUT,US,12,45.3,18.53,OUT,US,11,53.9,27.92,OUT,GB,12,12.7,75.82,OUT,US,12,40.3,55.02,OUT,GB,10,18.1,42.65,OUT,US,10,58.0,26.33,OUT,CA,21,40.0,192.77,OUT,US,14,62.5,27.93,OUT,US,22,32.2
836,0,clean,35.16,IN,US,9,35.8,80.55,IN,CA,22,59.4,22.15,IN,GB,21,70.2,78.28,OUT,GB,8,62.3,61.49,OUT,GB,11,21.3,73.93,OUT,GB,15,55.3,43.04,OUT,US,9,27.8,289.24,OUT,US,12,51.3,26.55,OUT,US,19,26.8,118.78,OUT,US,11,68.7,23.92,IN,US,13,61.8,81.73,IN,CA,19,44.6,86.54,OUT,US,10,12.5,57.05,OUT,US,11,43.3,36.74,OUT,US,19,29.4,61.12,IN,US,9,67.2,67.6,OUT,CA,8,16.5,228.59,IN,CA,21,16.1,27.17,IN,GB,14,20.9,35.0,IN,GB,18,25.4,68.57,IN,US,15,13.0,44.49,IN,US,15,50.0,50.4,OUT,US,14,65.8,128.55,IN,US,18,39.7,5.72,IN,US,14,64.2,33.84,OUT,US,8,41.9,13.55,IN,US,8,21.2,20.98,OUT,US,10,61.9,373.79,OUT,US,17,56.4,88.11,OUT,GB,12,34.3
596,0,clean,60.6,OUT,US,14,21.6,58.43,OUT,GB,11,32.8,73.85,OUT,CA,22,49.7,77.86,IN,US,13,31.0,71.58,OUT,US,16,27.8,63.75,OUT,GB,14,13.6,57.09,OUT,CA,20,64.8,92.93,IN,CA,17,41.0,9.1,IN,US,22,34.5,187.82,IN,US,14,56.7,9.36,IN,CA,13,19.5,23.03,OUT,US,11,58.1,45.54,OUT,GB,13,60.7,93.51,IN,US,13,68.7,4.97,IN,US,18,29.7,53.38,IN,GB,8,67.9,102.92,OUT,GB,20,30.7,120.98,OUT,US,21,36.9,31.25,OUT,US,12,48.2,42.92,IN,US,21,61.0,33.35,OUT,US,20,14.3,39.88,IN,CA,18,17.3,23.92,OUT,US,13,34.9,26.81,IN,GB,13,45.4,77.29,OUT,US,17,46.1,60.66,OUT,US,13,50.4,80.9,OUT,US,10,71.7,64.79,OUT,CA,8,21.3,95.92,IN,CA,16,22.1,110.23,OUT,US,10,56.9
165,0,clean,66.17,OUT,GB,22,55.7,148.79,OUT,CA,19,24.9,102.71,OUT,US,11,62.8,118.59,OUT,US,8,59.9,70.92,OUT,US,21,13.0,17.97,IN,US,20,21.0,46.69,IN,US,10,59.5,127.49,OUT,GB,9,39.4,52.39,OUT,CA,16,53.8,81.65,IN,CA,8,15.6,42.31,IN,US,21,28.3,23.95,OUT,US,14,42.9,49.47,IN,US,16,21.8,69.91,OUT,CA,8,60.5,32.31,OUT,GB,14,69.3,45.22,OUT,GB,15,59.5,25.75,IN,US,15,28.8,133.67,OUT,US,19,54.4,43.14,OUT,GB,18,65.6,174.55,OUT,CA,13,32.4,185.49,OUT,GB,12,59.8,51.17,IN,US,17,22.7,24.37,IN,CA,13,66.6,10.29,IN,US,8,13.5,16.82,OUT,US,18,21.4,18.19,IN,US,11,25.8,164.48,IN,US,21,19.9,59.9,IN,US,13,31.0,74.57,IN,GB,11,32.4,9.24,OUT,GB,19,50.0
918,0,clean,92.2,OUT,US,8,21.7,583.49,OUT,CA,20,44.6,18.13,IN,GB,22,62.3,19.28,IN,US,9,28.4,26.72,OUT,US,17,61.5,60.16,OUT,US,17,25.7,24.01,IN,GB,15,30.4,29.92,OUT,CA,19,56.6,89.69,OUT,CA,18,68.2,20.26,OUT,GB,14,47.4,22.05,OUT,CA,22,60.5,39.69,OUT,GB,19,15.5,42.8,OUT,US,15,24.3,122.49,IN,GB,11,66.3,26.56,OUT,US,15,17.0,30.69,IN,US,18,38.8,86.95,OUT,CA,14,14.1,103.66,IN,CA,10,46.8,171.23,IN,US,21,14.2,79.46,OUT,CA,11,46.8,60.6,IN,US,13,18.3,86.49,IN,CA,8,48.4,44.08,IN,US,18,65.3,43.82,OUT,US,20,13.6,13.21,IN,GB,19,43.0,111.58,OUT,US,8,36.0,64.66,OUT,GB,10,45.6,101.66,IN,GB,20,21.9,5.74,OUT,US,8,26.6,52.58,OUT,CA,12,36.3
495,0,clean,12.77,IN,US,16,68.7,14.01,OUT,US,19,48.2,98.35,OUT,US,20,15.7,34.6,OUT,GB,19,42.4,77.43,OUT,US,22,52.1,59.82,OUT,GB,12,18.0,47.78,IN,CA,21,22.9,50.55,OUT,US,12,65.3,27.32,IN,CA,12,20.1,53.91,OUT,US,13,23.4,34.21,OUT,US,11,23.3,40.54,OUT,US,20,29.0,42.14,IN,US,12,47.7,45.54,OUT,US,10,15.0,114.18,OUT,US,21,29.5,49.21,IN,US,17,49.6,123.84,OUT,US,9,50.7,186.85,IN,US,12,34.6,108.2,IN,GB,18,50.9,83.73,OUT,US,12,59.8,70.91,OUT,US,21,27.3,109.1,IN,CA,9,46.4,58.64,IN,US,13,65.7,120.02,OUT,GB,14,41.7,89.24,IN,US,10,68.1,40.94,IN,GB,16,30.2,111.8,IN,CA,20,62.2,58.74,OUT,US,18,21.8,50.15,IN,US,15,49.4,37.3,OUT,US,13,35.0
824,0,clean,15.22,OUT,CA,9,68.8,47.05,OUT,US,9,36.0,155.95,IN,CA,20,31.1,99.41,IN,US,21,17.8,48.47,OUT,US,9,14.0,48.57,OUT,GB,10,69.5,21.66,OUT,US,15,39.5,44.07,IN,US,8,37.6,66.34,OUT,US,21,19.9,132.17,OUT,GB,16,53.5,33.24,OUT,US,10,39.6,46.91,IN,US,8,46.5,25.55,IN,GB,9,61.1,65.38,OUT,CA,22,37.4,102.21,IN,US,11,14.5,90.35,OUT,US,21,44.6,21.41,OUT,US,18,33.2,61.4,IN,US,21,29.8,31.76,OUT,CA,14,40.1,122.59,IN,US,21,29.2,47.99,IN,CA,8,51.0,16.19,IN,US,14,34.6,45.79,IN,US,12,17.5,78.79,OUT,US,21,23.7,66.37,OUT,CA,16,46.2,36.25,OUT,CA,22,42.9,34.18,OUT,US,12,42.4,24.78,OUT,US,21,41.0,39.81,OUT,US,13,70.9,27.53,OUT,CA,17,49.3
65,0,clean,13.22,OUT,US,17,19.4,149.84,IN,US,8,66.1,26.45,OUT,GB,13,17.4,32.36,OUT,GB,11,33.1,33.9,IN,US,21,42.3,163.95,IN,GB,11,46.7,9.89,OUT,US,22,54.9,671.96,IN,US,22,57.2,127.08,OUT,CA,13,24.8,65.27,IN,CA,18,53.9,52.25,IN,US,14,69.5,68.61,OUT,US,14,37.4,82.84,OUT,US,15,18.8,91.48,IN,CA,20,18.6,85.16,OUT,GB,19,33.7,58.65,OUT,CA,9,14.4,46.62,OUT,GB,19,35.1,48.37,OUT,US,16,30.7,46.72,OUT,US,21,36.4,135.24,OUT,US,10,16.2,87.78,OUT,US,14,12.8,5.19,IN,US,10,38.3,92.27,OUT,US,19,35.7,63.8,IN,US,13,67.5,53.79,OUT,US,17,70.5,40.01,OUT,US,11,62.6,134.19,OUT,US,20,62.3,116.52,OUT,GB,12,54.8,29.42,OUT,US,15,57.4,75.61,OUT,CA,16,52.0
141,0,clean,15.54,IN,US,22,53.6,161.49,OUT,US,15,59.6,33.49,IN,US,11,20.7,81.74,OUT,US,16,57.3,15.64,IN,US,8,50.3,21.25,IN,US,10,13.9,172.1,IN,US,12,61.7,41.35,IN,CA,13,39.2,174.62,IN,GB,12,51.7,51.29,OUT,US,12,32.6,12.51,OUT,CA,18,37.7,111.46,IN,CA,8,48.9,34.06,OUT,US,12,42.0,95.48,OUT,GB,20,54.0,55.71,OUT,GB,22,17.9,15.89,OUT,US,14,33.1,62.27,OUT,US,15,14.3,316.39,IN,US,11,27.1,81.0,IN,CA,14,55.5,52.14,IN,GB,15,56.9,129.06,OUT,GB,20,14.1,64.62,OUT,US,17,54.2,64.56,IN,US,17,36.6,22.8,IN,GB,15,63.8,65.83,IN,CA,12,16.1,125.01,OUT,GB,18,53.8,27.97,OUT,GB,9,55.5,170.65,OUT,US,22,53.9,50.74,IN,US,12,39.1,26.84,OUT,US,18,48.1
925,0,clean,226.98,IN,US,12,49.8,43.06,OUT,US,20,39.7,49.25,IN,US,14,20.8,49.79,IN,GB,20,59.4,18.61,OUT,US,16,30.6,86.27,OUT,CA,22,29.6,32.39,IN,US,8,49.3,53.3,OUT,US,9,20.7,77.91,OUT,GB,15,27.7,258.28,IN,US,11,38.3,19.03,OUT,CA,18,53.1,109.07,OUT,CA,9,34.8,109.4,IN,US,15,38.6,32.77,OUT,US,19,70.8,88.2,IN,US,15,46.3,203.31,OUT,GB,11,53.3,29.61,OUT,CA,20,30.9,66.23,IN,US,18,12.3,75.48,OUT,CA,13,41.6,83.71,OUT,GB,19,43.9,101.03,OUT,CA,15,31.2,62.37,IN,GB,21,53.7,82.33,OUT,US,19,65.6,26.33,OUT,CA,14,22.4,62.25,OUT,US,21,36.0,37.3,IN,CA,9,45.5,20.41,IN,CA,12,48.0,36.33,IN,US,22,32.1,67.73,OUT,US,17,21.3,77.37,OUT,CA,16,34.0
827,0,clean,127.57,OUT,GB,18,70.8,57.85,OUT,US,21,20.5,16.04,IN,GB,20,59.3,54.25,IN,US,22,28.2,33.28,OUT,CA,17,43.9,113.82,OUT,CA,22,33.5,53.49,OUT,GB,18,64.3,19.64,IN,US,19,47.4,16.45,IN,GB,16,57.7,53.69,IN,US,10,47.9,7.88,IN,US,16,62.5,36.07,OUT,US,19,54.3,65.68,IN,CA,13,70.2,23.44,OUT,CA,17,36.8,120.93,OUT,US,8,35.0,141.57,OUT,GB,21,47.5,24.21,IN,CA,18,70.8,43.02,IN,US,12,65.3,121.0,OUT,CA,15,37.3,54.54,OUT,US,18,14.0,17.89,OUT,GB,16,48.3,48.68,OUT,GB,12,54.5,27.6,IN,CA,20,49.0,132.5,OUT,GB,9,33.5,88.65,OUT,US,14,65.2,42.48,OUT,US,13,43.6,61.17,OUT,US,18,22.9,19.17,OUT,GB,19,52.4,29.87,OUT,US,11,42.6,189.17,IN,GB,17,14.5
655,0,clean,91.34,OUT,GB,10,42.6,74.58,IN,US,8,61.6,80.05,IN,US,20,20.7,56.09,IN,US,15,20.6,74.21,OUT,CA,17,51.6,49.62,OUT,US,18,33.9,32.84,OUT,CA,22,39.7,25.26,OUT,US,13,48.0,8.1,IN,CA,21,12.9,47.23,IN,CA,13,47.7,184.1,OUT,CA,20,68.3,97.91,OUT,US,17,55.0,65.51,IN,US,18,53.8,30.35,IN,US,22,32.8,121.25,OUT,US,20,67.5,49.63,IN,US,11,41.6,192.47,OUT,US,22,31.8,24.91,OUT,US,19,49.1,29.96,OUT,US,15,58.3,27.72,OUT,GB,16,71.1,16.68,OUT,US,20,17.1,25.8,OUT,US,14,39.9,59.3,OUT,US,10,16.1,30.88,OUT,US,22,69.1,2.5,OUT,US,17,39.0,128.95,IN,CA,16,23.7,14.19,OUT,US,8,21.6,87.48,IN,US,22,59.0,55.98,OUT,US,12,51.7,297.05,OUT,GB,13,15.7
331,0,clean,31.05,OUT,US,12,13.8,27.75,OUT,US,13,24.1,92.34,OUT,GB,13,66.6,30.63,IN,GB,15,58.0,57.28,IN,CA,16,47.0,60.28,IN,GB,18,35.0,70.08,IN,CA,8,69.9,108.49,OUT,GB,16,43.4,19.88,IN,US,8,33.0,11.84,OUT,US,17,34.1,34.68,IN,US,21,16.7,230.72,IN,US,14,24.3,275.27,IN,GB,19,29.1,236.26,IN,US,17,23.4,46.79,OUT,GB,8,38.0,13.12,IN,US,16,23.1,8.38,OUT,GB,10,45.6,33.41,IN,GB,16,68.6,46.6,OUT,US,12,48.9,154.55,OUT,GB,9,69.2,109.32,OUT,CA,14,57.2,65.49,OUT,US,19,36.3,26.79,IN,US,16,12.5,25.31,IN,US,10,54.0,66.91,OUT,CA,12,56.6,95.36,IN,CA,12,40.8,74.7,IN,US,15,28.5,23.86,IN,US,20,50.9,91.88,OUT,CA,11,41.7,76.76,OUT,GB,9,38.5
664,0,clean,11.58,OUT,CA,19,69.2,87.98,OUT,US,19,29.8,13.09,OUT,US,20,44.7,45.49,OUT,US,12,30.8,122.61,OUT,GB,10,29.7,99.22,IN,US,15,14.5,32.08,OUT,US,13,51.8,15.32,IN,GB,9,67.6,82.07,IN,US,10,26.1,159.78,IN,US,14,64.6,32.14,IN,US,10,56.9,28.71,OUT,US,13,16.0,35.88,OUT,US,14,60.6,86.25,OUT,GB,16,59.7,145.88,IN,US,10,23.6,20.25,IN,US,8,55.3,16.47,IN,US,22,28.1,354.96,OUT,GB,21,59.5,47.38,IN,US,10,13.1,66.84,OUT,US,10,66.7,31.39,OUT,US,8,26.8,80.8,OUT,US,13,63.3,117.69,OUT,US,15,32.3,69.4,IN,US,14,19.4,219.79,OUT,GB,13,24.0,42.04,OUT,US,14,29.1,44.24,OUT,US,19,35.3,65.7,IN,GB,20,70.1,79.2,IN,CA,13,53.0,65.52,OUT,US,10,15.8
249,0,clean,116.57,IN,US,22,12.3,42.74,IN,US,21,59.6,20.3,IN,GB,12,68.9,151.34,OUT,US,14,42.2,50.59,OUT,US,11,61.0,217.95,IN,CA,21,71.6,9.06,OUT,CA,8,39.1,63.84,OUT,US,19,68.8,253.38,OUT,CA,19,44.4,41.16,IN,US,14,56.4,45.59,OUT,US,17,12.5,69.16,OUT,GB,10,67.0,34.92,OUT,CA,12,13.4,42.54,IN,US,21,46.1,41.67,OUT,GB,13,23.3,33.05,IN,GB,22,57.8,145.92,IN,US,9,24.9,78.95,OUT,US,14,18.5,66.72,OUT,GB,19,18.6,104.26,IN,GB,22,53.5,44.19,OUT,GB,17,14.9,29.39,IN,US,12,50.3,33.71,IN,US,8,50.3,54.68,IN,US,14,28.3,23.4,OUT,US,9,35.1,36.59,OUT,US,16,53.2,36.13,IN,US,16,50.1,298.76,OUT,US,15,50.7,5.94,OUT,US,11,31.2,47.29,IN,US,22,14.5
907,0,clean,74.25,OUT,US,11,50.7,26.49,OUT,US,8,41.7,209.91,IN,GB,11,27.6,47.8,OUT,US,8,28.8,58.22,OUT,US,17,25.5,39.43,OUT,CA,16,28.7,142.51,IN,US,17,65.8,64.05,IN,US,18,33.0,100.36,OUT,US,12,64.7,72.47,OUT,CA,13,24.7,45.77,OUT,US,17,67.3,114.84,IN,US,17,54.8,71.97,OUT,US,9,35.4,25.31,OUT,CA,16,37.5,24.75,OUT,GB,16,68.1,61.5,OUT,CA,13,27.5,112.84,IN,GB,22,45.6,202.66,OUT,US,8,14.9,13.17,OUT,US,14,30.8,55.73,OUT,US,16,51.2,80.78,OUT,CA,19,66.2,69.17,OUT,CA,13,16.8,122.42,OUT,US,19,30.0,92.24,IN,US,14,13.3,24.82,OUT,GB,14,33.9,24.24,OUT,US,16,67.3,70.1,IN,US,14,64.5,120.59,OUT,GB,20,32.0,61.24,OUT,US,11,51.8,15.45,IN,GB,18,61.4
708,0,clean,36.22,OUT,CA,15,46.9,31.62,OUT,US,11,50.0,69.8,IN,US,19,42.2,40.38,IN,GB,14,53.4,34.63,OUT,CA,18,60.6,38.14,OUT,GB,19,28.9,31.6,IN,US,13,63.5,64.02,IN,GB,16,34.7,17.64,IN,GB,10,52.3,69.58,IN,CA,22,22.9,93.81,OUT,CA,15,52.7,34.31,IN,US,16,39.4,254.08,IN,GB,20,60.8,55.37,IN,CA,21,42.3,15.66,IN,US,14,38.3,43.6,IN,US,21,44.3,57.4,IN,CA,18,37.4,78.19,IN,US,22,26.7,44.44,OUT,CA,9,68.1,24.31,OUT,GB,21,19.8,22.74,IN,US,18,63.5,32.37,OUT,CA,11,22.9,34.95,OUT,US,19,18.2,22.02,OUT,US,21,19.2,30.38,IN,CA,22,46.4,92.53,OUT,US,9,55.9,204.12,OUT,US,21,43.9,99.92,IN,US,9,22.6,155.2,IN,US,18,31.4,119.02,OUT,US,17,54.1
305,0,clean,92.47,OUT,US,10,20.2,65.74,OUT,CA,19,40.3,121.07,IN,US,10,34.7,86.53,OUT,CA,16,12.4,43.12,OUT,CA,9,25.6,37.7,IN,CA,10,69.4,70.12,IN,US,12,52.0,86.4,OUT,US,15,50.3,167.05,OUT,US,11,26.6,141.59,IN,CA,15,69.2,35.4,IN,US,12,50.7,50.32,OUT,GB,13,31.8,93.39,OUT,US,8,54.3,128.3,OUT,US,19,68.5,115.72,IN,US,16,50.2,51.88,OUT,US,12,32.7,20.02,OUT,US,20,54.6,24.55,IN,US,13,55.6,67.9,OUT,GB,17,32.3,71.79,IN,GB,20,55.6,22.67,OUT,US,12,39.0,56.58,OUT,CA,16,18.3,90.47,IN,US,20,44.2,21.74,OUT,CA,21,47.0,132.16,IN,GB,14,50.7,40.37,OUT,CA,17,62.5,149.32,OUT,GB,18,12.6,35.63,OUT,CA,15,67.6,24.02,IN,US,19,56.8,37.84,IN,US,12,22.7
734,0,clean,30.59,IN,CA,12,45.9,121.18,IN,US,12,19.7,15.11,IN,US,16,68.5,85.82,OUT,US,18,53.5,18.16,IN,US,15,64.2,41.19,OUT,GB,20,32.4,23.3,OUT,CA,13,37.0,250.12,OUT,US,14,25.7,18.7,IN,US,17,50.6,49.52,OUT,GB,11,27.8,13.72,OUT,CA,14,26.1,196.3,IN,CA,11,68.1,75.27,OUT,GB,9,49.4,60.92,OUT,US,20,59.2,177.59,OUT,US,10,58.8,61.43,OUT,US,16,60.0,65.08,OUT,US,10,19.1,60.67,IN,CA,21,30.5,85.7,OUT,US,18,25.6,36.82,OUT,US,13,43.5,46.0,IN,CA,8,28.3,104.4,OUT,US,17,48.6,68.16,OUT,US,8,60.0,49.83,OUT,GB,19,54.3,17.81,IN,US,20,27.5,180.99,OUT,US,22,70.2,32.16,IN,US,22,41.2,120.28,IN,CA,13,42.7,62.84,IN,US,16,16.3,19.4,OUT,CA,17,58.5
975,1,structuring,65.72,OUT,US,22,29.2,37.64,OUT,CA,9,49.0,74.79,IN,US,10,21.2,199.38,OUT,US,12,57.9,64.16,IN,US,8,24.8,9162.9,IN,GB,15,34.1,16.84,IN,GB,21,26.6,3.45,IN,GB,8,47.6,74.27,OUT,US,21,18.3,9538.2,IN,US,13,2.4,8930.53,IN,US,9,9.3,24.81,IN,CA,18,69.3,50.41,OUT,US,19,71.4,8629.54,IN,US,10,24.8,28.58,IN,GB,17,32.6,9738.56,IN,US,15,18.0,8713.26,IN,CA,17,4.8,26.98,IN,US,9,53.4,8828.99,IN,US,16,32.6,9261.99,IN,CA,13,28.5,29.6,OUT,US,9,38.1,8871.88,IN,US,10,22.4,9176.12,IN,US,17,33.0,31.82,IN,US,11,24.9,101.59,OUT,US,13,50.7,86.39,IN,CA,18,67.6,9276.92,IN,US,12,16.0,8924.74,IN,US,12,7.1,20.77,IN,CA,17,68.8,8657.02,IN,US,11,13.7
49,0,clean,142.21,OUT,CA,16,59.5,33.52,IN,GB,17,32.3,49.05,OUT,US,16,38.6,55.24,OUT,US,14,71.5,29.14,OUT,US,17,57.9,91.71,OUT,US,14,26.4,49.56,OUT,US,15,57.9,76.37,OUT,US,19,38.8,26.84,OUT,GB,8,14.1,38.48,OUT,US,12,43.1,97.31,IN,US,8,71.1,40.52,OUT,GB,16,58.3,217.36,OUT,US,9,45.4,39.66,OUT,US,10,14.3,65.35,OUT,US,11,27.9,115.13,OUT,US,17,27.4,17.55,IN,US,19,36.0,13.35,OUT,US,15,31.5,16.11,OUT,US,17,61.5,149.91,IN,GB,14,50.5,35.11,IN,US,13,16.7,422.66,OUT,CA,22,64.8,34.76,IN,GB,22,64.1,63.28,OUT,US,12,12.7,187.48,OUT,GB,17,43.5,271.75,OUT,US,10,21.0,284.06,OUT,CA,20,15.0,143.55,OUT,US,11,47.7,123.87,OUT,US,10,37.9,87.71,OUT,GB,19,32.2
896,0,clean,43.29,IN,US,13,28.1,23.85,OUT,CA,22,50.4,28.34,OUT,US,22,68.2,16.89,OUT,US,11,71.3,61.1,IN,US,12,58.3,27.39,IN,CA,15,52.9,36.74,IN,GB,21,45.7,49.3,IN,GB,19,56.0,125.86,OUT,CA,19,25.6,114.78,OUT,CA,14,44.9,52.26,IN,US,12,64.0,150.27,OUT,US,20,42.0,10.91,OUT,US,9,28.0,245.13,OUT,CA,15,26.8,95.01,IN,CA,10,43.2,59.28,OUT,GB,12,67.3,26.76,IN,US,21,55.6,38.46,OUT,US,13,40.5,88.9,OUT,US,20,49.8,90.53,OUT,US,10,38.3,93.2,IN,CA,9,20.8,30.48,IN,US,10,23.8,25.95,IN,US,16,13.0,63.83,IN,US,19,41.0,101.08,IN,CA,10,12.3,54.74,OUT,CA,10,41.0,178.61,IN,US,19,46.7,56.06,OUT,US,17,62.1,54.57,OUT,CA,12,25.3,93.36,IN,US,16,54.3
